State,Case number,Vehicle count,People count IN,People count OUT,Day,Month,Year,Day of week,Hour,Minute
District of Columbia,110001,1,1,1,12,1,2021,3,23,22
District of Columbia,110002,2,4,0,21,1,2021,5,23,52
District of Columbia,110003,1,1,1,7,2,2021,1,20,2
District of Columbia,110004,1,1,1,3,2,2021,4,20,2
District of Columbia,110005,2,2,0,23,2,2021,3,18,9
District of Columbia,110006,1,1,1,1,3,2021,2,11,7
District of Columbia,110007,2,3,0,16,3,2021,3,23,10
District of Columbia,110008,1,1,1,1,3,2021,2,15,18
District of Columbia,110009,1,3,1,1,4,2021,5,15,15
District of Columbia,110010,1,1,1,3,4,2021,7,0,34
District of Columbia,110011,2,4,0,4,4,2021,1,1,27
District of Columbia,110012,4,6,1,9,4,2021,6,19,30
District of Columbia,110013,1,1,1,23,4,2021,6,22,20
District of Columbia,110014,1,1,2,24,4,2021,7,10,33
District of Columbia,110015,2,2,0,29,4,2021,5,18,5
District of Columbia,110016,2,4,0,14,5,2021,6,18,49
District of Columbia,110017,1,1,1,13,6,2021,1,3,14
District of Columbia,110018,2,3,0,18,6,2021,6,23,35
District of Columbia,110019,1,1,1,19,6,2021,7,2,42
District of Columbia,110020,3,9,0,24,6,2021,5,19,31
District of Columbia,110021,3,3,0,24,6,2021,5,23,20
District of Columbia,110022,5,5,0,3,7,2021,7,0,54
District of Columbia,110023,1,1,0,25,7,2021,1,4,50
District of Columbia,110024,1,1,1,28,7,2021,4,8,20
District of Columbia,110025,4,4,0,23,8,2021,2,15,7
District of Columbia,110026,2,3,0,28,8,2021,7,21,15
District of Columbia,110027,1,1,1,13,9,2021,2,18,50
District of Columbia,110028,2,3,0,3,9,2021,6,16,14
District of Columbia,110029,2,2,0,27,9,2021,2,20,0
District of Columbia,110030,1,1,1,17,10,2021,1,22,7
District of Columbia,110031,2,2,0,16,10,2021,7,10,30
District of Columbia,110032,1,1,1,9,10,2021,7,6,0
District of Columbia,110033,1,1,0,23,10,2021,7,14,17
District of Columbia,110034,1,1,0,24,10,2021,1,3,56
District of Columbia,110035,3,4,0,25,10,2021,2,12,9
District of Columbia,110036,1,1,1,13,11,2021,7,14,58
District of Columbia,110037,1,1,0,21,11,2021,1,22,55
District of Columbia,110038,1,1,1,29,11,2021,2,22,51
District of Columbia,110039,1,1,1,14,12,2021,3,17,20
District of Columbia,110040,1,2,1,20,12,2021,2,6,24
Maryland,240001,1,1,0,2,1,2021,7,17,0
Maryland,240002,1,1,0,1,1,2021,6,21,46
Maryland,240003,1,1,0,4,1,2021,2,5,19
Maryland,240005,1,4,1,10,1,2021,1,22,8
Maryland,240006,2,2,1,12,1,2021,3,23,9
Maryland,240008,2,2,0,18,1,2021,2,20,0
Maryland,240009,4,4,0,19,1,2021,3,14,46
Maryland,240010,1,1,0,16,1,2021,7,4,0
Maryland,240011,2,3,0,17,1,2021,1,16,52
Maryland,240012,1,1,0,19,1,2021,3,14,47
Maryland,240013,2,3,0,17,1,2021,1,21,47
Maryland,240014,1,1,0,8,1,2021,6,21,48
Maryland,240015,1,1,1,6,1,2021,4,4,25
Maryland,240017,1,1,0,25,1,2021,2,18,15
Maryland,240018,2,2,0,27,1,2021,4,18,18
Maryland,240019,1,1,1,24,1,2021,1,18,42
Maryland,240020,2,7,0,27,1,2021,4,16,50
Maryland,240021,2,2,0,26,1,2021,3,6,21
Maryland,240022,1,1,1,15,1,2021,6,20,16
Maryland,240023,1,1,1,20,1,2021,4,23,19
Maryland,240024,1,3,0,1,2,2021,2,12,10
Maryland,240025,3,3,0,1,2,2021,2,16,18
Maryland,240026,1,2,0,9,2,2021,3,22,45
Maryland,240027,2,2,0,8,2,2021,2,23,53
Maryland,240028,1,1,1,10,1,2021,1,17,45
Maryland,240029,6,8,0,11,1,2021,2,14,47
Maryland,240030,4,2,3,26,1,2021,3,5,16
Maryland,240031,1,1,1,5,2,2021,6,2,10
Maryland,240032,1,1,0,5,2,2021,6,17,58
Maryland,240033,1,1,0,11,2,2021,5,7,33
Maryland,240034,1,1,1,11,1,2021,2,20,14
Maryland,240035,2,3,0,21,2,2021,1,18,44
Maryland,240036,1,2,1,23,1,2021,7,16,14
Maryland,240037,1,1,1,24,2,2021,4,12,45
Maryland,240038,2,2,0,23,2,2021,3,16,41
Maryland,240039,1,1,0,21,2,2021,1,5,33
Maryland,240040,2,2,0,21,2,2021,1,4,47
Maryland,240041,2,2,0,25,2,2021,5,18,31
Maryland,240042,2,3,0,3,3,2021,4,16,27
Maryland,240043,1,2,1,28,2,2021,1,19,29
Maryland,240044,1,1,0,4,3,2021,5,11,31
Maryland,240045,1,1,0,6,3,2021,7,17,14
Maryland,240046,1,1,1,4,3,2021,5,20,39
Maryland,240047,1,1,1,6,2,2021,7,18,59
Maryland,240048,3,6,0,5,3,2021,6,19,2
Maryland,240049,2,2,0,28,2,2021,1,2,33
Maryland,240050,2,2,0,8,3,2021,2,18,22
Maryland,240051,1,2,0,9,3,2021,3,21,49
Maryland,240052,1,1,0,8,3,2021,2,3,36
Maryland,240053,1,1,1,11,3,2021,5,21,8
Maryland,240054,1,2,1,12,3,2021,6,21,31
Maryland,240055,2,2,0,12,3,2021,6,21,7
Maryland,240056,1,1,1,11,3,2021,5,14,10
Maryland,240057,1,1,1,11,3,2021,5,16,3
Maryland,240058,2,2,1,15,3,2021,2,9,28
Maryland,240059,1,1,1,13,3,2021,7,7,37
Maryland,240060,1,1,0,20,3,2021,7,0,47
Maryland,240061,2,2,0,23,3,2021,3,14,55
Maryland,240062,1,3,0,20,3,2021,7,15,15
Maryland,240063,1,1,0,15,3,2021,2,14,47
Maryland,240064,1,1,0,21,3,2021,1,1,51
Maryland,240065,1,1,1,9,3,2021,3,16,28
Maryland,240066,2,2,0,27,3,2021,7,13,27
Maryland,240067,2,3,0,26,3,2021,6,21,48
Maryland,240068,2,3,0,27,3,2021,7,20,29
Maryland,240069,2,4,0,30,3,2021,3,3,8
Maryland,240070,2,3,0,28,3,2021,1,22,25
Maryland,240071,2,2,0,24,3,2021,4,14,29
Maryland,240072,2,3,0,2,4,2021,6,6,7
Maryland,240073,2,2,0,4,4,2021,1,22,21
Maryland,240074,1,1,1,4,4,2021,1,2,27
Maryland,240075,2,2,0,1,4,2021,5,9,2
Maryland,240076,1,1,0,3,4,2021,7,17,46
Maryland,240077,3,7,0,14,3,2021,1,14,32
Maryland,240078,3,3,0,3,4,2021,7,7,35
Maryland,240079,2,4,0,8,4,2021,5,17,9
Maryland,240080,2,2,0,29,3,2021,2,13,7
Maryland,240081,1,1,0,12,4,2021,2,5,33
Maryland,240082,1,2,0,2,1,2021,7,13,41
Maryland,240083,2,2,0,8,4,2021,5,16,21
Maryland,240084,1,1,1,19,3,2021,6,20,8
Maryland,240085,1,1,1,16,1,2021,7,19,7
Maryland,240086,1,1,0,10,4,2021,7,2,6
Maryland,240087,2,2,0,3,3,2021,4,13,15
Maryland,240088,2,2,0,18,4,2021,1,5,50
Maryland,240089,1,2,0,18,4,2021,1,13,32
Maryland,240090,1,1,0,21,4,2021,4,14,13
Maryland,240091,1,1,1,10,4,2021,7,17,0
Maryland,240092,3,4,0,19,4,2021,2,11,30
Maryland,240093,3,3,1,9,1,2021,7,19,45
Maryland,240094,2,2,0,1,4,2021,5,5,42
Maryland,240095,2,4,0,20,4,2021,3,14,29
Maryland,240096,1,1,0,18,4,2021,1,4,48
Maryland,240097,1,1,1,19,2,2021,6,18,37
Maryland,240098,1,1,0,17,4,2021,7,15,30
Maryland,240099,1,1,0,30,4,2021,6,22,7
Maryland,240100,2,7,0,30,4,2021,6,4,30
Maryland,240101,1,1,0,24,4,2021,7,12,15
Maryland,240102,1,1,1,18,4,2021,1,20,50
Maryland,240103,2,2,1,14,2,2021,1,10,32
Maryland,240104,1,1,1,28,4,2021,4,23,2
Maryland,240105,1,1,0,6,5,2021,5,0,57
Maryland,240106,2,2,0,5,5,2021,4,15,12
Maryland,240107,1,1,0,4,5,2021,3,14,25
Maryland,240108,2,2,0,5,5,2021,4,17,39
Maryland,240109,1,2,0,2,5,2021,1,4,4
Maryland,240110,2,2,0,20,4,2021,3,6,35
Maryland,240111,2,4,0,4,5,2021,3,17,13
Maryland,240112,1,1,1,5,5,2021,4,19,4
Maryland,240113,2,5,0,9,5,2021,1,15,30
Maryland,240114,2,3,1,1,5,2021,7,3,35
Maryland,240115,1,1,1,14,4,2021,4,23,37
Maryland,240116,2,4,0,10,5,2021,2,13,5
Maryland,240117,1,2,1,27,4,2021,3,21,30
Maryland,240118,1,4,0,11,5,2021,3,13,33
Maryland,240119,2,2,0,30,4,2021,6,15,0
Maryland,240120,2,4,0,9,5,2021,1,17,15
Maryland,240121,1,1,1,11,5,2021,3,21,28
Maryland,240122,1,2,0,15,5,2021,7,0,12
Maryland,240123,2,4,0,14,5,2021,6,15,36
Maryland,240124,1,3,1,19,4,2021,2,14,31
Maryland,240125,1,1,0,15,5,2021,7,1,31
Maryland,240126,1,1,1,13,1,2021,4,22,14
Maryland,240127,1,1,0,2,5,2021,1,11,40
Maryland,240128,2,3,0,15,5,2021,7,18,37
Maryland,240129,1,1,0,9,5,2021,1,3,30
Maryland,240130,2,2,0,22,5,2021,7,2,7
Maryland,240131,1,1,0,21,5,2021,6,21,11
Maryland,240132,4,2,1,22,5,2021,7,1,31
Maryland,240133,1,3,0,23,5,2021,1,1,47
Maryland,240134,1,1,0,15,2,2021,2,0,6
Maryland,240135,1,2,1,14,5,2021,6,20,48
Maryland,240137,1,1,1,15,4,2021,5,22,57
Maryland,240138,2,6,0,23,2,2021,3,0,2
Maryland,240139,1,2,1,20,5,2021,5,16,31
Maryland,240140,1,1,0,29,5,2021,7,21,35
Maryland,240141,2,2,0,29,5,2021,7,17,56
Maryland,240142,2,3,0,20,5,2021,5,17,5
Maryland,240143,1,1,0,27,5,2021,5,14,47
Maryland,240144,3,3,0,17,5,2021,2,12,15
Maryland,240145,1,1,1,14,3,2021,1,21,30
Maryland,240146,2,2,0,20,5,2021,5,5,13
Maryland,240147,2,3,0,27,5,2021,5,0,54
Maryland,240148,1,2,0,6,4,2021,3,4,13
Maryland,240150,3,3,0,21,5,2021,6,17,29
Maryland,240151,2,3,0,10,1,2021,1,21,33
Maryland,240152,2,3,0,25,5,2021,3,16,45
Maryland,240153,1,2,0,28,5,2021,6,23,21
Maryland,240154,1,1,0,27,5,2021,5,21,58
Maryland,240155,4,2,0,5,6,2021,7,3,57
Maryland,240156,1,1,0,6,6,2021,1,18,31
Maryland,240157,1,1,0,3,6,2021,5,19,10
Maryland,240158,1,1,0,9,6,2021,4,1,19
Maryland,240159,1,1,1,2,6,2021,4,21,12
Maryland,240160,2,2,0,3,6,2021,5,8,17
Maryland,240161,1,2,1,5,6,2021,7,0,20
Maryland,240162,1,1,0,8,5,2021,7,1,2
Maryland,240163,1,3,0,8,2,2021,2,20,40
Maryland,240164,1,2,0,21,4,2021,4,10,50
Maryland,240165,4,6,0,1,6,2021,3,10,58
Maryland,240166,2,3,0,11,3,2021,5,19,57
Maryland,240167,3,6,0,11,6,2021,6,17,47
Maryland,240168,1,2,1,16,6,2021,4,21,0
Maryland,240169,3,5,0,17,6,2021,5,16,17
Maryland,240170,2,2,0,17,6,2021,5,4,20
Maryland,240171,3,5,0,18,6,2021,6,23,34
Maryland,240172,2,4,0,20,6,2021,1,13,52
Maryland,240173,1,1,0,21,6,2021,2,7,19
Maryland,240174,2,2,0,17,6,2021,5,15,15
Maryland,240175,1,1,0,18,6,2021,6,5,59
Maryland,240176,1,2,1,25,6,2021,6,4,5
Maryland,240177,1,2,0,11,6,2021,6,6,19
Maryland,240178,1,1,0,24,6,2021,5,19,0
Maryland,240179,1,2,1,24,3,2021,4,20,33
Maryland,240180,1,1,0,26,6,2021,7,2,44
Maryland,240181,2,2,0,27,6,2021,1,12,32
Maryland,240182,2,2,0,24,6,2021,5,12,39
Maryland,240183,3,4,0,3,4,2021,7,0,58
Maryland,240184,1,1,0,10,4,2021,7,19,0
Maryland,240185,1,1,1,20,2,2021,7,1,0
Maryland,240186,1,1,1,27,5,2021,5,11,50
Maryland,240187,1,1,0,3,5,2021,2,1,1
Maryland,240188,2,3,0,26,5,2021,4,21,32
Maryland,240189,1,1,1,16,6,2021,4,22,5
Maryland,240190,1,1,1,30,6,2021,4,22,16
Maryland,240191,1,3,0,4,7,2021,1,3,35
Maryland,240193,1,1,2,2,5,2021,1,2,13
Maryland,240194,2,2,0,30,6,2021,4,0,20
Maryland,240195,2,2,0,2,7,2021,6,18,18
Maryland,240196,1,1,0,7,7,2021,4,7,30
Maryland,240197,1,1,0,7,6,2021,2,17,37
Maryland,240199,3,4,0,10,7,2021,7,5,25
Maryland,240200,1,1,0,26,6,2021,7,3,25
Maryland,240201,2,3,0,12,7,2021,2,1,46
Maryland,240202,2,3,0,27,6,2021,1,16,34
Maryland,240203,1,2,0,4,7,2021,1,17,54
Maryland,240204,1,1,1,16,7,2021,6,14,34
Maryland,240205,2,2,0,17,7,2021,7,17,26
Maryland,240206,2,2,0,3,7,2021,7,1,49
Maryland,240207,1,1,0,23,7,2021,6,0,52
Maryland,240208,2,3,0,4,4,2021,1,4,17
Maryland,240209,2,2,0,18,7,2021,1,4,39
Maryland,240210,1,1,1,8,6,2021,3,3,32
Maryland,240211,1,1,0,12,7,2021,2,12,10
Maryland,240212,1,1,0,22,7,2021,5,5,20
Maryland,240213,2,2,0,10,7,2021,7,21,55
Maryland,240214,1,3,0,13,7,2021,3,21,14
Maryland,240215,1,1,1,24,7,2021,7,22,2
Maryland,240216,1,1,0,24,7,2021,7,20,2
Maryland,240217,1,3,0,24,7,2021,7,22,33
Maryland,240218,1,2,2,22,3,2021,2,16,6
Maryland,240219,1,1,0,23,7,2021,6,0,6
Maryland,240220,1,1,0,26,7,2021,2,18,40
Maryland,240221,1,1,1,23,6,2021,4,22,22
Maryland,240222,1,1,0,4,6,2021,6,14,43
Maryland,240223,1,1,0,17,3,2021,4,15,35
Maryland,240224,1,1,0,1,8,2021,1,6,53
Maryland,240225,1,1,0,31,7,2021,7,15,5
Maryland,240226,1,1,2,24,7,2021,7,3,5
Maryland,240227,1,1,0,23,7,2021,6,10,1
Maryland,240228,2,2,0,30,7,2021,6,23,17
Maryland,240229,1,2,0,30,7,2021,6,1,49
Maryland,240230,1,1,1,31,7,2021,7,0,35
Maryland,240231,1,1,1,7,4,2021,4,5,4
Maryland,240233,1,1,1,7,8,2021,7,20,0
Maryland,240234,3,6,0,5,8,2021,5,18,48
Maryland,240235,1,1,0,30,6,2021,4,11,44
Maryland,240236,1,1,0,10,8,2021,3,21,32
Maryland,240237,1,1,0,8,8,2021,1,6,26
Maryland,240238,1,2,0,6,8,2021,6,10,31
Maryland,240239,1,1,1,23,7,2021,6,2,9
Maryland,240240,1,4,0,22,3,2021,2,1,6
Maryland,240241,2,4,0,2,8,2021,2,7,9
Maryland,240242,2,3,0,5,8,2021,5,1,52
Maryland,240243,2,3,0,15,3,2021,2,7,24
Maryland,240244,1,2,0,18,7,2021,1,17,31
Maryland,240245,2,2,0,9,7,2021,6,16,2
Maryland,240246,2,3,1,2,1,2021,7,22,14
Maryland,240247,2,2,0,1,8,2021,1,15,37
Maryland,240248,3,3,0,13,8,2021,6,22,6
Maryland,240249,1,1,1,6,8,2021,6,21,31
Maryland,240250,3,5,0,14,8,2021,7,22,25
Maryland,240251,1,1,1,15,8,2021,1,21,40
Maryland,240252,1,1,0,14,8,2021,7,2,37
Maryland,240253,1,1,0,16,8,2021,2,22,40
Maryland,240254,2,2,0,14,8,2021,7,21,23
Maryland,240255,2,2,0,20,8,2021,6,4,39
Maryland,240256,1,1,0,2,5,2021,1,17,4
Maryland,240257,2,4,0,9,8,2021,2,10,46
Maryland,240258,3,4,0,15,8,2021,1,3,56
Maryland,240259,2,3,0,19,8,2021,5,17,50
Maryland,240260,2,4,0,22,8,2021,1,7,32
Maryland,240261,3,3,0,18,8,2021,4,8,3
Maryland,240262,1,1,1,23,8,2021,2,1,57
Maryland,240263,2,3,0,30,7,2021,6,11,8
Maryland,240264,2,5,0,21,8,2021,7,2,7
Maryland,240265,4,5,0,12,8,2021,5,14,29
Maryland,240266,2,4,0,26,8,2021,5,13,16
Maryland,240267,2,4,0,25,8,2021,4,21,0
Maryland,240268,1,1,0,17,7,2021,7,0,33
Maryland,240269,1,1,0,29,8,2021,1,2,50
Maryland,240270,1,1,1,28,2,2021,1,19,55
Maryland,240271,1,1,1,27,4,2021,3,15,10
Maryland,240272,1,1,1,14,8,2021,7,3,37
Maryland,240273,2,4,0,26,8,2021,5,20,22
Maryland,240274,3,4,0,16,8,2021,2,14,38
Maryland,240275,1,1,0,14,8,2021,7,23,56
Maryland,240276,1,1,0,23,7,2021,6,19,46
Maryland,240277,1,1,0,28,8,2021,7,23,24
Maryland,240278,1,2,1,13,8,2021,6,22,19
Maryland,240279,2,2,0,30,8,2021,2,23,10
Maryland,240280,2,2,0,21,8,2021,7,7,43
Maryland,240281,1,4,0,22,8,2021,1,19,30
Maryland,240282,1,1,2,4,9,2021,7,21,8
Maryland,240283,2,3,0,30,8,2021,2,0,30
Maryland,240284,2,2,0,26,8,2021,5,19,56
Maryland,240285,2,2,0,29,8,2021,1,16,45
Maryland,240286,2,1,1,19,8,2021,5,1,43
Maryland,240288,2,10,0,5,9,2021,1,4,8
Maryland,240289,1,1,1,22,8,2021,1,0,59
Maryland,240290,2,1,1,10,5,2021,2,0,35
Maryland,240291,1,1,1,13,8,2021,6,22,44
Maryland,240292,1,1,0,4,9,2021,7,23,15
Maryland,240293,1,1,1,9,3,2021,3,4,33
Maryland,240294,1,1,0,9,9,2021,5,18,40
Maryland,240295,2,2,0,10,9,2021,6,12,4
Maryland,240296,2,2,0,3,9,2021,6,10,2
Maryland,240297,2,2,0,13,9,2021,2,22,15
Maryland,240298,2,2,0,10,9,2021,6,20,12
Maryland,240299,1,1,1,13,9,2021,2,20,59
Maryland,240300,1,1,1,10,9,2021,6,2,32
Maryland,240301,4,7,0,31,8,2021,3,18,47
Maryland,240302,2,2,0,15,6,2021,3,23,41
Maryland,240303,4,8,0,11,9,2021,7,15,32
Maryland,240304,1,1,0,23,8,2021,2,13,35
Maryland,240305,1,1,0,16,9,2021,5,17,2
Maryland,240306,1,1,0,15,9,2021,4,16,46
Maryland,240307,2,3,0,17,1,2021,1,22,59
Maryland,240308,1,1,0,11,9,2021,7,18,45
Maryland,240309,2,2,0,29,8,2021,1,0,9
Maryland,240310,1,1,1,9,9,2021,5,0,2
Maryland,240311,1,1,0,31,8,2021,3,15,51
Maryland,240312,2,5,0,29,8,2021,1,2,32
Maryland,240313,1,2,1,20,8,2021,6,23,16
Maryland,240314,5,5,0,17,9,2021,6,14,37
Maryland,240315,2,2,0,19,9,2021,1,20,55
Maryland,240316,1,1,1,7,9,2021,3,15,20
Maryland,240317,1,1,0,20,9,2021,2,14,52
Maryland,240318,1,1,0,17,9,2021,6,1,23
Maryland,240319,1,1,0,17,9,2021,6,17,56
Maryland,240320,3,4,0,21,9,2021,3,7,59
Maryland,240322,1,1,0,16,9,2021,5,12,30
Maryland,240323,1,1,1,24,9,2021,6,2,49
Maryland,240324,2,3,0,26,9,2021,1,14,18
Maryland,240325,1,1,0,28,9,2021,3,0,8
Maryland,240326,2,2,0,26,9,2021,1,14,24
Maryland,240327,2,2,0,29,9,2021,4,17,17
Maryland,240328,1,2,1,1,9,2021,4,9,32
Maryland,240329,1,1,0,12,9,2021,1,20,47
Maryland,240330,1,1,0,29,9,2021,4,5,9
Maryland,240331,1,1,0,2,10,2021,7,20,34
Maryland,240332,2,2,0,1,10,2021,6,15,24
Maryland,240333,1,1,1,21,2,2021,1,18,52
Maryland,240334,2,2,0,2,10,2021,7,8,45
Maryland,240335,1,1,0,6,9,2021,2,19,21
Maryland,240336,2,2,0,22,5,2021,7,17,38
Maryland,240337,1,1,0,3,10,2021,1,21,11
Maryland,240338,1,1,0,7,10,2021,5,14,43
Maryland,240339,2,2,0,30,9,2021,5,18,47
Maryland,240340,1,1,1,3,10,2021,1,19,21
Maryland,240341,2,2,0,10,10,2021,1,18,42
Maryland,240342,1,2,1,9,10,2021,7,21,49
Maryland,240343,2,4,0,10,10,2021,1,2,1
Maryland,240344,2,3,0,2,10,2021,7,5,20
Maryland,240345,2,4,0,18,9,2021,7,19,38
Maryland,240346,1,2,0,9,10,2021,7,1,0
Maryland,240347,1,2,0,3,10,2021,1,2,23
Maryland,240348,1,1,1,7,10,2021,5,19,32
Maryland,240349,4,4,0,16,10,2021,7,20,3
Maryland,240350,3,1,2,2,3,2021,3,13,34
Maryland,240351,1,1,1,29,7,2021,5,6,8
Maryland,240352,1,1,0,13,10,2021,4,0,13
Maryland,240353,2,2,0,9,8,2021,2,15,25
Maryland,240354,3,3,0,24,8,2021,3,20,54
Maryland,240355,1,1,1,9,4,2021,6,23,33
Maryland,240356,1,1,1,18,10,2021,2,12,12
Maryland,240357,1,1,1,1,9,2021,4,17,12
Maryland,240358,2,5,0,10,10,2021,1,12,43
Maryland,240359,1,1,0,16,10,2021,7,8,23
Maryland,240360,4,7,0,19,10,2021,3,16,26
Maryland,240361,2,2,0,8,10,2021,6,12,35
Maryland,240362,3,5,0,21,10,2021,5,22,9
Maryland,240363,2,4,0,8,10,2021,6,13,37
Maryland,240364,2,2,0,30,9,2021,5,20,12
Maryland,240365,1,2,0,22,5,2021,7,15,55
Maryland,240366,1,1,1,29,5,2021,7,2,23
Maryland,240367,3,3,0,21,10,2021,5,22,0
Maryland,240369,1,1,0,26,10,2021,3,16,21
Maryland,240370,1,1,0,15,4,2021,5,1,48
Maryland,240371,1,1,0,9,10,2021,7,3,6
Maryland,240372,1,1,1,27,10,2021,4,7,32
Maryland,240373,1,1,0,28,10,2021,5,13,51
Maryland,240374,4,5,0,25,10,2021,2,14,25
Maryland,240375,1,1,0,30,10,2021,7,1,16
Maryland,240376,3,2,2,28,10,2021,5,11,20
Maryland,240377,4,9,0,29,10,2021,6,15,48
Maryland,240378,2,2,0,4,1,2021,2,11,59
Maryland,240379,1,1,1,30,7,2021,6,21,11
Maryland,240380,1,1,0,4,11,2021,5,20,31
Maryland,240381,1,1,1,5,11,2021,6,2,23
Maryland,240382,1,1,1,31,10,2021,1,23,39
Maryland,240383,1,1,1,19,9,2021,1,2,45
Maryland,240384,1,1,1,16,10,2021,7,1,57
Maryland,240385,2,1,1,1,6,2021,3,16,24
Maryland,240386,3,3,0,6,11,2021,7,10,48
Maryland,240387,1,1,1,8,11,2021,2,6,28
Maryland,240388,3,4,0,8,11,2021,2,16,40
Maryland,240389,2,2,0,27,10,2021,4,23,46
Maryland,240390,1,1,1,28,10,2021,5,23,21
Maryland,240391,2,2,0,7,11,2021,1,3,33
Maryland,240392,2,3,0,10,11,2021,4,18,16
Maryland,240393,1,1,1,31,10,2021,1,0,28
Maryland,240394,1,1,1,11,11,2021,5,17,35
Maryland,240395,1,1,0,5,11,2021,6,8,12
Maryland,240396,2,2,0,8,11,2021,2,17,32
Maryland,240397,2,3,0,10,11,2021,4,21,37
Maryland,240398,2,2,0,28,10,2021,5,15,41
Maryland,240399,1,1,0,11,11,2021,5,2,38
Maryland,240400,2,2,0,10,11,2021,4,18,13
Maryland,240401,2,2,0,16,11,2021,3,17,25
Maryland,240402,1,1,0,14,8,2021,7,2,28
Maryland,240403,1,1,1,4,7,2021,1,23,43
Maryland,240404,1,1,0,13,11,2021,7,16,18
Maryland,240405,2,1,1,14,11,2021,1,3,22
Maryland,240406,2,4,0,7,11,2021,1,8,29
Maryland,240407,2,2,0,19,10,2021,3,6,34
Maryland,240408,2,2,0,18,11,2021,5,17,35
Maryland,240409,1,1,1,31,7,2021,7,21,5
Maryland,240410,2,2,0,19,11,2021,6,21,2
Maryland,240411,1,1,1,22,11,2021,2,0,20
Maryland,240412,1,1,1,9,11,2021,3,15,4
Maryland,240413,1,1,1,22,11,2021,2,17,17
Maryland,240414,1,1,1,19,11,2021,6,8,22
Maryland,240415,1,2,1,18,11,2021,5,18,29
Maryland,240416,2,3,0,16,11,2021,3,15,50
Maryland,240417,2,3,0,26,9,2021,1,20,54
Maryland,240418,2,2,0,23,11,2021,3,19,35
Maryland,240419,2,2,0,22,11,2021,2,5,26
Maryland,240420,2,2,0,22,11,2021,2,16,51
Maryland,240421,1,1,0,25,11,2021,5,5,25
Maryland,240422,3,5,0,22,11,2021,2,21,18
Maryland,240423,2,3,0,24,11,2021,4,18,57
Maryland,240424,1,1,1,22,11,2021,2,18,56
Maryland,240425,1,1,0,27,11,2021,7,12,11
Maryland,240426,1,3,0,28,11,2021,1,2,2
Maryland,240427,1,1,0,30,11,2021,3,9,28
Maryland,240428,2,2,0,17,11,2021,4,17,53
Maryland,240429,2,5,0,2,11,2021,3,14,51
Maryland,240430,1,1,0,27,11,2021,7,19,37
Maryland,240431,3,3,0,26,11,2021,6,7,54
Maryland,240432,2,2,0,12,9,2021,1,14,40
Maryland,240433,1,1,0,5,12,2021,1,1,19
Maryland,240434,2,1,0,5,7,2021,2,21,54
Maryland,240435,1,1,0,26,11,2021,6,15,33
Maryland,240436,2,2,0,19,11,2021,6,2,4
Maryland,240437,2,3,0,1,5,2021,7,16,40
Maryland,240438,2,3,0,25,10,2021,2,14,41
Maryland,240439,1,2,0,7,12,2021,3,19,14
Maryland,240440,2,2,0,29,11,2021,2,19,52
Maryland,240441,1,1,0,21,11,2021,1,3,37
Maryland,240442,2,3,0,10,12,2021,6,21,1
Maryland,240443,2,2,1,28,11,2021,1,19,19
Maryland,240444,2,5,0,12,12,2021,1,0,27
Maryland,240445,1,1,0,13,12,2021,2,19,50
Maryland,240446,2,2,0,3,12,2021,6,13,14
Maryland,240447,3,10,0,13,12,2021,2,17,20
Maryland,240448,1,1,0,11,9,2021,7,14,31
Maryland,240449,2,2,0,12,8,2021,5,13,43
Maryland,240450,1,1,1,11,12,2021,7,22,26
Maryland,240451,2,2,0,15,10,2021,6,15,40
Maryland,240452,1,3,0,12,12,2021,1,13,12
Maryland,240453,2,2,0,19,12,2021,1,20,3
Maryland,240454,2,4,0,18,12,2021,7,18,41
Maryland,240455,1,1,1,3,5,2021,2,22,31
Maryland,240456,2,3,0,14,12,2021,3,18,14
Maryland,240457,3,7,0,4,12,2021,7,12,57
Maryland,240458,3,4,0,26,12,2021,1,19,40
Maryland,240459,2,2,0,20,12,2021,2,6,56
Maryland,240460,1,1,1,22,12,2021,4,18,37
Maryland,240461,2,5,0,17,12,2021,6,15,41
Maryland,240462,1,1,1,5,11,2021,6,21,36
Maryland,240463,2,3,0,28,11,2021,1,2,28
Maryland,240464,1,2,0,30,12,2021,5,23,32
Maryland,240465,1,1,0,19,12,2021,1,23,6
Maryland,240466,1,1,1,7,9,2021,3,6,26
Maryland,240467,2,2,0,23,3,2021,3,14,40
Maryland,240468,3,2,0,9,7,2021,6,12,22
Maryland,240469,2,2,0,25,12,2021,7,13,38
Maryland,240470,2,3,0,31,12,2021,6,22,19
Maryland,240471,2,2,0,7,9,2021,3,3,30
Maryland,240472,2,2,0,1,10,2021,6,21,17
Maryland,240473,2,2,0,20,8,2021,6,21,59
Maryland,240474,2,3,0,3,7,2021,7,1,20
Maryland,240475,1,1,0,5,8,2021,5,0,45
Maryland,240476,1,1,0,31,12,2021,6,15,9
Maryland,240477,1,2,1,19,12,2021,1,5,49
Maryland,240478,1,1,1,20,10,2021,4,16,31
Maryland,240479,2,2,0,25,4,2021,1,19,30
Maryland,240480,2,2,0,24,6,2021,5,19,15
Maryland,240481,1,1,0,20,12,2021,2,16,13
Maryland,240482,1,1,0,30,10,2021,7,2,5
Maryland,240483,1,1,1,5,12,2021,1,0,27
Maryland,240484,1,1,0,20,8,2021,6,23,13
